50 9251 9251
1 351 131.0 46.0
1 352 151.0 43.0
1 353 146.0 45.0
1 354 275.0 43.0
1 355 271.0 44.0
1 356 270.0 46.0
1 357 283.0 44.0
1 358 283.0 46.0
1 359 663.0 43.0
1 360 696.0 43.0
1 361 686.0 44.0
1 362 688.0 44.0
1 363 692.0 45.0
1 364 709.0 43.0
1 365 714.0 43.0
1 366 704.0 44.0
1 367 707.0 46.0
1 368 716.0 46.0
1 369 723.0 43.0
1 370 726.0 43.0
1 371 732.0 43.0
1 372 730.0 46.0
1 373 744.0 43.0
1 374 749.0 43.0
1 375 752.0 43.0
1 376 756.0 44.0
1 377 745.0 45.0
1 378 751.0 45.0
1 379 768.0 43.0
1 380 772.0 43.0
1 381 764.0 44.0
1 382 769.0 45.0
1 383 767.0 46.0
1 384 772.0 46.0
1 385 789.0 43.0
1 386 793.0 45.0
1 387 796.0 45.0
1 388 790.0 46.0
1 389 810.0 43.0
1 390 816.0 43.0
1 391 813.0 45.0
1 392 1055.0 46.0
1 393 156.0 56.0
1 394 164.0 56.0
1 395 256.0 56.0
1 396 264.0 54.0
1 397 283.0 54.0
1 398 285.0 56.0
1 399 688.0 53.0
1 400 693.0 53.0
1 401 686.0 54.0
1 402 693.0 56.0
1 403 704.0 53.0
1 404 713.0 53.0
1 405 703.0 56.0
1 406 709.0 56.0
1 407 727.0 56.0
1 408 733.0 56.0
1 409 748.0 55.0
1 410 751.0 56.0
1 411 756.0 56.0
1 412 768.0 53.0
1 413 771.0 55.0
1 414 790.0 54.0
1 415 810.0 53.0
1 416 136.0 65.0
1 417 143.0 65.0
1 418 147.0 66.0
1 419 184.0 63.0
1 420 190.0 63.0
1 421 254.0 64.0
1 422 291.0 63.0
1 423 294.0 66.0
1 424 687.0 64.0
1 425 713.0 63.0
1 426 711.0 66.0
1 427 747.0 63.0
1 428 746.0 65.0
1 429 975.0 66.0
1 430 983.0 66.0
1 431 1027.0 63.0
1 432 136.0 73.0
1 433 132.0 75.0
1 434 154.0 76.0
1 435 163.0 73.0
1 436 203.0 73.0
1 437 209.0 73.0
1 438 256.0 74.0
1 439 249.0 76.0
1 440 252.0 76.0
1 441 254.0 76.0
1 442 275.0 76.0
1 443 295.0 73.0
1 444 283.0 75.0
1 445 304.0 73.0
1 446 511.0 76.0
1 447 514.0 76.0
1 448 525.0 73.0
1 449 714.0 73.0
1 450 714.0 75.0
1 451 728.0 73.0
1 452 750.0 73.0
1 453 746.0 75.0
1 454 983.0 74.0
1 455 194.0 84.0
1 456 189.0 86.0
1 457 265.0 83.0
1 458 274.0 83.0
1 459 276.0 86.0
1 460 296.0 83.0
1 461 283.0 84.0
1 462 303.0 84.0
1 463 305.0 84.0
1 464 308.0 84.0
1 465 307.0 86.0
1 466 693.0 84.0
1 467 688.0 85.0
1 468 711.0 83.0
1 469 714.0 86.0
1 470 746.0 83.0
1 471 752.0 83.0
1 472 755.0 85.0
1 473 749.0 86.0
1 474 51.0 95.0
1 475 193.0 95.0
1 476 195.0 95.0
1 477 268.0 93.0
1 478 294.0 96.0
1 479 313.0 93.0
1 480 306.0 94.0
1 481 310.0 95.0
1 482 303.0 96.0
1 483 689.0 96.0
1 484 693.0 96.0
1 485 730.0 96.0
1 486 732.0 96.0
1 487 751.0 95.0
1 488 746.0 96.0
1 489 776.0 95.0
1 490 815.0 93.0
1 491 288.0 103.0
1 492 310.0 104.0
1 493 314.0 105.0
1 494 316.0 105.0
1 495 309.0 106.0
1 496 556.0 103.0
1 497 544.0 104.0
1 498 555.0 106.0
1 499 563.0 103.0
1 500 566.0 105.0
1 501 748.0 104.0
1 502 953.0 105.0
1 503 1055.0 104.0
1 504 54.0 113.0
1 505 71.0 113.0
1 506 74.0 114.0
1 507 75.0 116.0
1 508 136.0 116.0
1 509 253.0 113.0
1 510 315.0 113.0
1 511 554.0 116.0
1 512 692.0 115.0
1 513 712.0 113.0
1 514 716.0 114.0
1 515 712.0 115.0
1 516 834.0 113.0
1 517 836.0 113.0
1 518 173.0 123.0
1 519 235.0 123.0
1 520 248.0 123.0
1 521 274.0 124.0
1 522 265.0 126.0
1 523 316.0 124.0
1 524 703.0 123.0
1 525 236.0 133.0
1 526 234.0 136.0
1 527 236.0 136.0
1 528 248.0 135.0
1 529 268.0 134.0
1 530 287.0 136.0
1 531 687.0 134.0
1 532 695.0 134.0
1 533 714.0 136.0
1 534 727.0 135.0
1 535 723.0 136.0
1 536 765.0 134.0
1 537 770.0 135.0
1 538 775.0 136.0
1 539 247.0 143.0
1 540 250.0 145.0
1 541 689.0 144.0
1 542 692.0 144.0
1 543 695.0 146.0
1 544 713.0 144.0
1 545 705.0 146.0
1 546 724.0 143.0
1 547 770.0 144.0
1 548 767.0 145.0
1 549 970.0 143.0
1 550 975.0 143.0
1 551 255.0 153.0
1 552 244.0 156.0
1 553 254.0 156.0
1 554 269.0 156.0
1 555 364.0 153.0
1 556 366.0 154.0
1 557 364.0 155.0
1 558 443.0 155.0
1 559 567.0 153.0
1 560 563.0 154.0
1 561 690.0 154.0
1 562 711.0 155.0
1 563 815.0 156.0
1 564 826.0 154.0
1 565 972.0 153.0
1 566 249.0 164.0
1 567 252.0 166.0
1 568 356.0 163.0
1 569 356.0 166.0
1 570 474.0 163.0
1 571 471.0 165.0
1 572 569.0 166.0
1 573 967.0 166.0
1 574 1149.0 163.0
1 575 249.0 174.0
1 576 253.0 176.0
1 577 253.0 185.0
1 578 663.0 186.0
1 579 669.0 186.0
1 580 696.0 186.0
1 581 72.0 196.0
1 582 306.0 193.0
1 583 306.0 195.0
1 584 310.0 195.0
1 585 463.0 195.0
1 586 535.0 196.0
1 587 547.0 194.0
1 588 553.0 195.0
1 589 569.0 195.0
1 590 567.0 196.0
1 591 572.0 196.0
1 592 666.0 193.0
1 593 673.0 193.0
1 594 74.0 205.0
1 595 443.0 204.0
1 596 465.0 203.0
1 597 466.0 206.0
1 598 556.0 206.0
1 599 653.0 203.0
1 600 656.0 203.0
1 601 752.0 206.0
1 602 147.0 216.0
1 603 168.0 216.0
1 604 545.0 215.0
1 605 615.0 214.0
1 606 631.0 214.0
1 607 654.0 213.0
1 608 644.0 214.0
1 609 686.0 214.0
1 610 253.0 224.0
1 611 269.0 226.0
1 612 336.0 224.0
1 613 323.0 225.0
1 614 454.0 223.0
1 615 455.0 225.0
1 616 465.0 224.0
1 617 515.0 226.0
1 618 531.0 226.0
1 619 676.0 226.0
1 620 683.0 224.0
1 621 686.0 224.0
1 622 690.0 226.0
1 623 711.0 225.0
1 624 755.0 225.0
1 625 855.0 225.0
1 626 1034.0 223.0
1 627 256.0 234.0
1 628 527.0 235.0
1 629 855.0 233.0
1 630 867.0 236.0
1 631 892.0 235.0
1 632 1006.0 234.0
1 633 313.0 243.0
1 634 333.0 245.0
1 635 530.0 244.0
1 636 694.0 243.0
1 637 714.0 243.0
1 638 776.0 246.0
1 639 856.0 246.0
1 640 209.0 256.0
1 641 211.0 256.0
1 642 292.0 254.0
1 643 312.0 253.0
1 644 636.0 255.0
1 645 655.0 256.0
1 646 671.0 253.0
1 647 668.0 255.0
1 648 148.0 263.0
1 649 211.0 266.0
1 650 235.0 266.0
1 651 244.0 266.0
1 652 296.0 264.0
1 653 634.0 263.0
1 654 694.0 263.0
1 655 813.0 266.0
1 656 816.0 266.0
1 657 903.0 266.0
1 658 174.0 275.0
1 659 187.0 274.0
1 660 191.0 274.0
1 661 196.0 274.0
1 662 194.0 276.0
1 663 247.0 273.0
1 664 308.0 274.0
1 665 670.0 274.0
1 666 704.0 275.0
1 667 730.0 274.0
1 668 115.0 283.0
1 669 156.0 285.0
1 670 1066.0 293.0
1 671 593.0 304.0
1 672 466.0 313.0
2 673 945.0 3.0
2 674 943.0 4.0
2 675 674.0 14.0
2 676 665.0 15.0
2 677 667.0 16.0
2 678 684.0 14.0
2 679 713.0 14.0
2 680 748.0 13.0
2 681 813.0 16.0
2 682 674.0 23.0
2 683 663.0 24.0
2 684 665.0 26.0
2 685 683.0 26.0
2 686 685.0 26.0
2 687 712.0 23.0
2 688 715.0 25.0
2 689 711.0 26.0
2 690 713.0 26.0
2 691 751.0 24.0
2 692 776.0 26.0
2 693 783.0 26.0
2 694 813.0 25.0
2 695 843.0 24.0
2 696 846.0 26.0
2 697 872.0 24.0
2 698 905.0 23.0
2 699 1090.0 25.0
2 700 268.0 36.0
2 701 312.0 34.0
2 702 687.0 34.0
2 703 686.0 36.0
2 704 712.0 34.0
2 705 716.0 36.0
2 706 748.0 33.0
2 707 747.0 36.0
2 708 783.0 34.0
2 709 813.0 34.0
2 710 811.0 36.0
2 711 824.0 36.0
2 712 829.0 36.0
2 713 834.0 36.0
2 714 866.0 34.0
2 715 863.0 36.0
2 716 1089.0 36.0
2 717 263.0 43.0
2 718 275.0 43.0
2 719 665.0 43.0
2 720 665.0 46.0
2 721 689.0 43.0
2 722 694.0 43.0
2 723 686.0 44.0
2 724 693.0 45.0
2 725 688.0 46.0
2 726 708.0 43.0
2 727 703.0 45.0
2 728 708.0 45.0
2 729 710.0 45.0
2 730 725.0 46.0
2 731 728.0 46.0
2 732 733.0 46.0
2 733 748.0 43.0
2 734 746.0 45.0
2 735 769.0 43.0
2 736 775.0 43.0
2 737 763.0 45.0
2 738 771.0 45.0
2 739 787.0 43.0
2 740 790.0 45.0
2 741 795.0 45.0
2 742 816.0 43.0
2 743 811.0 44.0
2 744 823.0 43.0
2 745 951.0 43.0
2 746 250.0 54.0
2 747 251.0 56.0
2 748 253.0 56.0
2 749 256.0 56.0
2 750 275.0 53.0
2 751 276.0 56.0
2 752 694.0 55.0
2 753 704.0 54.0
2 754 712.0 56.0
2 755 734.0 53.0
2 756 724.0 54.0
2 757 728.0 54.0
2 758 751.0 53.0
2 759 753.0 55.0
2 760 748.0 56.0
2 761 773.0 53.0
2 762 763.0 56.0
2 763 770.0 56.0
2 764 784.0 54.0
2 765 796.0 55.0
2 766 784.0 56.0
2 767 875.0 56.0
2 768 1006.0 54.0
2 769 1046.0 56.0
2 770 1050.0 56.0
2 771 123.0 63.0
2 772 163.0 63.0
2 773 252.0 63.0
2 774 247.0 65.0
2 775 250.0 65.0
2 776 287.0 63.0
2 777 289.0 65.0
2 778 683.0 65.0
2 779 712.0 64.0
2 780 715.0 66.0
2 781 749.0 65.0
2 782 154.0 74.0
2 783 244.0 73.0
2 784 247.0 74.0
2 785 243.0 75.0
2 786 252.0 76.0
2 787 275.0 73.0
2 788 287.0 75.0
2 789 688.0 75.0
2 790 712.0 75.0
2 791 736.0 76.0
2 792 751.0 76.0
2 793 987.0 73.0
2 794 123.0 85.0
2 795 267.0 83.0
2 796 689.0 83.0
2 797 688.0 85.0
2 798 715.0 84.0
2 799 751.0 85.0
2 800 263.0 94.0
2 801 288.0 95.0
2 802 683.0 95.0
2 803 690.0 95.0
2 804 693.0 95.0
2 805 713.0 95.0
2 806 723.0 94.0
2 807 728.0 94.0
2 808 731.0 94.0
2 809 734.0 95.0
2 810 754.0 94.0
2 811 752.0 96.0
2 812 536.0 103.0
2 813 554.0 104.0
2 814 552.0 106.0
2 815 564.0 103.0
2 816 685.0 103.0
2 817 823.0 103.0
2 818 684.0 113.0
2 819 693.0 113.0
2 820 710.0 115.0
2 821 716.0 115.0
2 822 729.0 113.0
2 823 732.0 115.0
2 824 1031.0 114.0
2 825 233.0 125.0
2 826 224.0 126.0
2 827 236.0 126.0
2 828 247.0 123.0
2 829 476.0 123.0
2 830 684.0 124.0
2 831 694.0 125.0
2 832 696.0 126.0
2 833 216.0 136.0
2 834 230.0 133.0
2 835 563.0 134.0
2 836 692.0 133.0
2 837 696.0 133.0
2 838 686.0 134.0
2 839 685.0 136.0
2 840 716.0 133.0
2 841 725.0 135.0
2 842 770.0 133.0
2 843 776.0 133.0
2 844 776.0 135.0
2 845 766.0 136.0
2 846 772.0 136.0
2 847 783.0 133.0
2 848 785.0 133.0
2 849 784.0 136.0
2 850 1016.0 136.0
2 851 231.0 143.0
2 852 223.0 146.0
2 853 228.0 146.0
2 854 550.0 145.0
2 855 693.0 143.0
2 856 690.0 144.0
2 857 696.0 145.0
2 858 703.0 143.0
2 859 706.0 143.0
2 860 714.0 143.0
2 861 716.0 143.0
2 862 706.0 146.0
2 863 710.0 146.0
2 864 712.0 146.0
2 865 731.0 143.0
2 866 767.0 143.0
2 867 956.0 146.0
2 868 991.0 143.0
2 869 993.0 143.0
2 870 236.0 154.0
2 871 225.0 156.0
2 872 227.0 156.0
2 873 229.0 156.0
2 874 252.0 155.0
2 875 436.0 156.0
2 876 552.0 154.0
2 877 566.0 155.0
2 878 568.0 156.0
2 879 691.0 154.0
2 880 712.0 155.0
2 881 827.0 153.0
2 882 828.0 155.0
2 883 823.0 156.0
2 884 994.0 153.0
2 885 556.0 166.0
2 886 568.0 166.0
2 887 987.0 165.0
2 888 465.0 186.0
2 889 633.0 184.0
2 890 628.0 186.0
2 891 671.0 186.0
2 892 868.0 186.0
2 893 114.0 195.0
2 894 269.0 196.0
2 895 305.0 196.0
2 896 455.0 193.0
2 897 532.0 196.0
2 898 556.0 193.0
2 899 544.0 195.0
2 900 550.0 196.0
2 901 568.0 195.0
2 902 566.0 196.0
2 903 668.0 193.0
2 904 675.0 193.0
2 905 683.0 196.0
2 906 291.0 204.0
2 907 283.0 205.0
2 908 308.0 206.0
2 909 423.0 205.0
2 910 430.0 205.0
2 911 449.0 204.0
2 912 470.0 203.0
2 913 512.0 203.0
2 914 554.0 206.0
2 915 691.0 203.0
2 916 515.0 213.0
2 917 509.0 214.0
2 918 524.0 214.0
2 919 526.0 215.0
2 920 543.0 213.0
2 921 544.0 215.0
2 922 556.0 215.0
2 923 595.0 216.0
2 924 652.0 214.0
2 925 656.0 215.0
2 926 671.0 213.0
2 927 663.0 216.0
2 928 696.0 214.0
2 929 736.0 215.0
2 930 772.0 216.0
2 931 873.0 213.0
2 932 207.0 223.0
2 933 323.0 226.0
2 934 463.0 223.0
2 935 496.0 223.0
2 936 489.0 225.0
2 937 494.0 225.0
2 938 496.0 225.0
2 939 504.0 225.0
2 940 512.0 225.0
2 941 516.0 225.0
2 942 534.0 223.0
2 943 532.0 226.0
2 944 696.0 225.0
2 945 771.0 223.0
2 946 853.0 223.0
2 947 1084.0 225.0
2 948 232.0 233.0
2 949 276.0 235.0
2 950 475.0 234.0
2 951 475.0 236.0
2 952 1044.0 236.0
2 953 246.0 243.0
2 954 326.0 243.0
2 955 323.0 245.0
2 956 330.0 245.0
2 957 333.0 246.0
2 958 434.0 246.0
2 959 813.0 245.0
2 960 896.0 243.0
2 961 272.0 256.0
2 962 324.0 255.0
2 963 451.0 253.0
2 964 804.0 256.0
2 965 886.0 254.0
2 966 884.0 255.0
2 967 970.0 256.0
2 968 170.0 266.0
2 969 255.0 263.0
2 970 250.0 265.0
2 971 273.0 264.0
2 972 127.0 276.0
2 973 205.0 274.0
2 974 206.0 276.0
2 975 250.0 276.0
2 976 265.0 273.0
2 977 627.0 276.0
2 978 646.0 274.0
2 979 776.0 274.0
2 980 806.0 276.0
2 981 836.0 276.0
2 982 1124.0 273.0
2 983 132.0 285.0
2 984 307.0 285.0
2 985 571.0 284.0
2 986 586.0 284.0
2 987 483.0 293.0
2 988 446.0 305.0
3 989 848.0 6.0
3 990 1128.0 5.0
3 991 667.0 13.0
3 992 675.0 15.0
3 993 665.0 16.0
3 994 683.0 14.0
3 995 683.0 16.0
3 996 750.0 13.0
3 997 816.0 15.0
3 998 847.0 15.0
3 999 892.0 13.0
3 1000 665.0 23.0
3 1001 668.0 23.0
3 1002 671.0 24.0
3 1003 665.0 25.0
3 1004 671.0 26.0
3 1005 675.0 26.0
3 1006 684.0 23.0
3 1007 686.0 23.0
3 1008 683.0 26.0
3 1009 688.0 26.0
3 1010 713.0 23.0
3 1011 713.0 25.0
3 1012 750.0 24.0
3 1013 753.0 26.0
3 1014 783.0 25.0
3 1015 785.0 26.0
3 1016 805.0 25.0
3 1017 816.0 25.0
3 1018 835.0 24.0
3 1019 850.0 23.0
3 1020 844.0 24.0
3 1021 845.0 26.0
3 1022 884.0 23.0
3 1023 1128.0 25.0
3 1024 96.0 35.0
3 1025 669.0 34.0
3 1026 666.0 35.0
3 1027 664.0 36.0
3 1028 695.0 33.0
3 1029 685.0 34.0
3 1030 688.0 34.0
3 1031 713.0 34.0
3 1032 716.0 36.0
3 1033 726.0 36.0
3 1034 729.0 36.0
3 1035 736.0 36.0
3 1036 750.0 34.0
3 1037 744.0 35.0
3 1038 748.0 36.0
3 1039 754.0 36.0
3 1040 763.0 36.0
3 1041 766.0 36.0
3 1042 772.0 36.0
3 1043 786.0 33.0
3 1044 788.0 34.0
3 1045 784.0 35.0
3 1046 792.0 35.0
3 1047 796.0 35.0
3 1048 787.0 36.0
3 1049 814.0 34.0
3 1050 803.0 36.0
3 1051 828.0 34.0
3 1052 823.0 35.0
3 1053 1033.0 35.0
3 1054 1128.0 35.0
3 1055 113.0 44.0
3 1056 123.0 46.0
3 1057 665.0 44.0
3 1058 689.0 43.0
3 1059 695.0 45.0
3 1060 690.0 46.0
3 1061 709.0 43.0
3 1062 713.0 45.0
3 1063 716.0 46.0
3 1064 727.0 43.0
3 1065 730.0 43.0
3 1066 735.0 43.0
3 1067 724.0 44.0
3 1068 755.0 44.0
3 1069 749.0 46.0
3 1070 766.0 43.0
3 1071 773.0 43.0
3 1072 763.0 46.0
3 1073 786.0 44.0
3 1074 815.0 46.0
3 1075 823.0 43.0
3 1076 1031.0 46.0
3 1077 110.0 55.0
3 1078 689.0 53.0
3 1079 687.0 54.0
3 1080 713.0 54.0
3 1081 750.0 55.0
3 1082 753.0 56.0
3 1083 773.0 53.0
3 1084 766.0 54.0
3 1085 786.0 53.0
3 1086 783.0 55.0
3 1087 789.0 55.0
3 1088 1031.0 53.0
3 1089 106.0 64.0
3 1090 104.0 65.0
3 1091 513.0 63.0
3 1092 513.0 65.0
3 1093 684.0 63.0
3 1094 710.0 64.0
3 1095 704.0 66.0
3 1096 751.0 63.0
3 1097 748.0 65.0
3 1098 750.0 65.0
3 1099 765.0 66.0
3 1100 784.0 66.0
3 1101 789.0 66.0
3 1102 796.0 66.0
3 1103 973.0 66.0
3 1104 1011.0 66.0
3 1105 1030.0 63.0
3 1106 114.0 74.0
3 1107 212.0 76.0
3 1108 234.0 73.0
3 1109 230.0 76.0
3 1110 245.0 75.0
3 1111 685.0 76.0
3 1112 714.0 73.0
3 1113 753.0 74.0
3 1114 784.0 74.0
3 1115 805.0 73.0
3 1116 207.0 83.0
3 1117 233.0 83.0
3 1118 235.0 83.0
3 1119 689.0 83.0
3 1120 685.0 86.0
3 1121 691.0 86.0
3 1122 714.0 85.0
3 1123 754.0 83.0
3 1124 751.0 84.0
3 1125 828.0 86.0
3 1126 831.0 86.0
3 1127 472.0 96.0
3 1128 549.0 96.0
3 1129 691.0 93.0
3 1130 695.0 93.0
3 1131 715.0 93.0
3 1132 716.0 95.0
3 1133 733.0 93.0
3 1134 736.0 93.0
3 1135 754.0 94.0
3 1136 994.0 96.0
3 1137 555.0 103.0
3 1138 550.0 104.0
3 1139 686.0 103.0
3 1140 689.0 103.0
3 1141 694.0 106.0
3 1142 724.0 106.0
3 1143 831.0 106.0
3 1144 855.0 106.0
3 1145 550.0 115.0
3 1146 683.0 113.0
3 1147 694.0 113.0
3 1148 711.0 114.0
3 1149 1187.0 114.0
